Source,Plx,Gmag,BPmag,RPmag
5644320817825438336,5.0,16.582672,18.160305,15.341514
4356691301803341312,5.0,19.067764,21.017561,17.780836
5970506644601089536,5.0,20.751532,,
2161526992763378304,5.0,17.214731,18.782272,15.998942
4108111380904021888,5.0,20.536812,21.256948,18.789919
1966440949590762368,5.0,19.61108,19.772955,19.332052
281636677936025984,5.0,20.929361,20.91027,20.209757
6028105901276450816,5.0,20.47197,22.701996,20.36358
1752348065522170368,5.0,20.397976,21.171679,19.094566
4116583977040281856,5.0,19.983828,20.435698,18.715834
4154704835362440064,5.0,20.68786,21.011055,19.358753
4132207349957947648,5.0,20.812323,20.894506,20.187656
6015969594976697984,5.0,20.689604,21.20451,19.445286
4694951866496296320,5.0,9.902178,10.234274,9.398802
5315487023440090368,5.0,15.75482,16.975454,14.657747
5924458513536452992,5.0,20.520891,21.039669,19.417048
6035790044437926272,5.0,20.87229,21.17471,19.714563
2133083172415157888,5.0,19.791708,21.33467,18.357973
6628357164593781248,5.0,13.928566,14.673595,12.968369
5061122017735927168,5.0,20.82275,21.491535,19.554808
2003155773147352832,5.0,18.09311,20.143835,16.675304
6437169306759230720,5.0,19.794626,20.627254,18.613096
2674889968203746944,5.0,16.452547,17.963621,15.253648
4040304636238857088,5.0,18.586184,18.985512,17.593681
6732576298388069504,5.0,17.501165,19.02896,16.292322
4061876160999110656,5.0,20.616112,20.960697,20.611464
1771887800188346880,5.0,16.543465,18.000849,15.364922
1834567487762031872,5.0,20.39216,21.101437,18.850914
5865194252808604160,5.0,20.685637,,
3222268672313101952,5.0,13.380705,14.038744,12.603619
366225229900888064,5.0,20.444744,21.450272,19.006178
4260829933861253632,5.0,12.675909,13.19494,12.002255
4036182120480282752,5.0,20.488163,21.382423,19.563023
6034390709736260352,5.0,20.662489,21.305918,20.154676
5696977151226560640,5.0,16.662148,17.837214,15.446345
793268571102192384,5.0,9.725111,9.955123,9.319124
4363224913430942208,5.0,11.43679,11.97427,10.736404
4535134140559545728,5.0,16.907288,17.420359,15.390615
2177847112582120704,5.0,20.547228,20.701912,20.31891
5865487513052239616,5.0,20.805946,21.277756,19.083965
3995771524744446336,5.0,17.34468,18.87682,16.141163
5876515202338848640,5.0,20.786875,21.473944,19.753063
5149098817861390848,5.0,12.244159,12.662343,11.663912
4285011772274765568,5.0,20.747076,21.35321,19.571318
4169578616307659520,5.0,20.748188,,
4538144706471843328,5.0,14.09771,14.952281,13.190384
4043402372817166976,5.0,19.747389,19.706516,17.812878
6037200030648062464,5.0,20.708765,21.154207,20.076786
4275881767016840704,5.0,20.962757,21.824669,20.101639
5011913409194668160,5.0,20.825712,21.560598,19.725916
5931551806716136960,5.0,20.660236,20.856575,19.686623
2069806724914934400,5.0,16.480587,17.5284,15.243519
3041159311714744320,5.0,19.392996,19.56125,19.204935
4049565066826132480,5.0,18.83033,18.739939,17.607908
4107920169005655936,5.0,16.610693,18.134796,15.237271
4040589031741308416,5.0,19.879818,,
1831139519737375744,5.0,20.904486,,
4065601164826383616,5.0,19.615486,,
5986043637262582528,5.0,20.774485,21.29498,18.761856
5993845462541761920,5.0,20.645214,21.650295,19.719856
4117394798104622208,5.0,20.419325,22.012968,18.31147
801539441163416832,5.0,17.996817,17.995157,18.117167
6077482082233703936,5.0,20.801613,21.515722,20.05804
5605381128183232000,5.0,18.576681,20.63174,17.183321
6291135019914702720,5.0,13.495405,14.298589,12.608034
5221130367218160896,5.0,18.090275,19.544905,16.881676
5596141970643497600,5.0,20.371635,21.154099,19.16981
5278258311353139072,5.0,20.863163,21.05887,19.948542
5913864100508841472,5.0,20.46953,21.091316,19.58692
4399080052035166976,5.0,20.334688,21.435623,18.941055
6028625351895783040,5.0,19.747757,20.183348,18.699648
5693377968637094144,5.0,20.875381,21.204,19.539864
5933441764027151360,5.0,20.760393,21.831322,19.708065
2992270970293363456,5.0,18.044003,19.745115,16.79524
2077111265998413696,5.0,17.567287,19.256605,16.321112
4048958754828685824,5.0,18.919071,18.846802,17.64363
4119786545163961472,5.0,18.61071,19.20964,17.419865
4076396586428330240,5.0,19.723219,19.948881,18.161232
4056592835904703488,5.0,19.485512,20.35186,17.903122
4043142200916028288,5.0001,19.778606,,
5862789105359136256,5.0001,20.79956,21.876028,19.514002
4333074346089858816,5.0001,20.149876,,
2519287288799334144,5.0001,16.340319,17.730253,15.169901
4108166322082185344,5.0001,20.52738,20.98469,19.008001
5002883085835460480,5.0001,20.744596,20.857689,20.20898
2973786397420651392,5.0001,17.74192,19.568981,16.467365
6743383943631297280,5.0001,14.682562,15.661667,13.704033
4114198792597453696,5.0001,19.769001,20.81454,18.785383
5978402821728808064,5.0001,20.054165,20.82823,19.30993
1106954913478668160,5.0001,17.235533,18.940758,15.987555
492251841091748864,5.0001,20.666927,21.333183,19.260788
4387907712524640256,5.0001,16.64822,18.084768,15.487193
5379844015992479488,5.0001,18.563745,18.620703,18.483397
457712607445425152,5.0001,16.737488,,
4039801364947991680,5.0001,18.212275,18.229406,16.840567
1714868707719898112,5.0001,17.99252,18.500076,16.779087
5858705313049305984,5.0001,19.848562,18.151463,17.159061
5954855886871691776,5.0001,20.58031,21.08722,19.816177
5558990022485160192,5.0001,13.390881,14.063393,12.605371
4043761913142138752,5.0001,19.42523,19.35852,17.43184
132891991855478272,5.0001,18.563017,20.275682,17.27741
3922816351261252224,5.0001,18.909159,20.763039,17.574444
235317173635979776,5.0001,13.914052,14.829907,12.907472
1853937171782729472,5.0001,20.89042,21.532608,19.814377
4053921915961240960,5.0001,20.7439,21.544544,20.505476
4039902416944364800,5.0001,20.163515,20.452093,19.350653
1646663935568829312,5.0001,18.634537,20.458477,17.352732
4909120853092279424,5.0001,19.350103,21.30055,18.03045
555963866993768320,5.0001,13.776969,14.645577,12.835117
3780191280613582592,5.0001,20.691603,21.134787,19.316431
1301740884463007360,5.0001,19.452993,21.404587,18.115005
3947590925215161472,5.0001,18.566458,20.374222,17.266897
3136240030699919744,5.0001,15.473359,16.712845,14.28903
5834242828640831232,5.0001,17.14456,17.66769,15.964296
1847252823987973248,5.0001,20.523796,21.176292,19.054853
1822517596240077184,5.0001,20.35779,,
4846132168399546624,5.0001,19.414152,21.181,18.074211
4322257591259048704,5.0001,20.832218,21.368744,19.022875
674871544115979904,5.0001,16.268824,17.54422,15.15458
2008598016408588800,5.0001,20.181675,20.825838,18.545982
6185723981166155136,5.0001,16.04662,17.184347,14.985978
4149392957212273792,5.0001,20.537323,,
3020328930784435328,5.0001,9.996209,10.270034,9.561017
2019081584901438208,5.0001,20.465002,20.759869,18.901537
5044011898821042688,5.0001,15.836985,16.991959,14.765691
1060853662232739584,5.0001,15.510551,16.607765,14.467168
6054750778848056448,5.0001,19.780993,20.397457,18.53347
4104615414891605888,5.0001,19.763372,20.09998,18.509884
1276711262468277632,5.0001,20.023602,19.90765,19.228575
5516919649593521792,5.0001,20.575882,,
5593593199603961984,5.0001,20.80714,,
6774842556144106624,5.0001,17.057465,18.501736,15.9007
5968036385601215360,5.0001,19.864632,21.05678,18.320745
6613737920551723392,5.0001,20.420658,21.467638,19.046263
214897279906340608,5.0001,11.719376,12.079472,11.191574
2522093856653439104,5.0001,20.633718,20.77291,19.322638
3355976707957695744,5.0001,12.240117,12.748158,11.570834
6160111441912289280,5.0001,12.322687,12.780785,11.702258
37345157252751872,5.0001,17.830095,19.50647,16.597036
5834184004688125312,5.0001,20.672714,20.288887,18.739864
6491936908646051456,5.0001,16.369051,17.799047,15.198376
351039638587793536,5.0001,20.654993,22.047438,19.634298
5619256453835068928,5.0001,14.570629,15.560783,13.58272
4521104647058119808,5.0001,20.827356,21.409391,18.922503
4509412058152662272,5.0001,17.271423,18.899454,16.048525
4144535658510691840,5.0001,20.329355,20.721064,19.024569
4121167664825461504,5.0001,20.053959,20.298672,18.695976
2006930813176620672,5.0001,20.716972,21.430782,19.648388
4516400279183630208,5.0001,19.67688,20.451864,18.356543
4319660991449871616,5.0001,20.658175,21.181343,18.766657
6242466722556172160,5.0001,20.640923,21.798338,19.474306
4170216951528737280,5.0001,20.750973,21.290417,19.687086
4332611653557504000,5.0001,15.888465,16.40056,14.699685
2172743003506823168,5.0001,20.361265,21.545351,18.91202
5852345394158687360,5.0001,20.49509,,
4066242940138906880,5.0001,20.18947,20.55242,18.844948
5747973050274143488,5.0001,20.459307,21.347654,19.196432
5333657552623000960,5.0001,15.464885,16.866922,14.301955
1824864881776097152,5.0001,20.491024,20.888243,19.071762
5852983488907917824,5.0001,20.833485,21.415323,19.867636
4514656561133184256,5.0001,20.908138,21.151773,19.588266
4044072624083675520,5.0001,18.354698,19.590357,17.156803
4274597606155392896,5.0001,20.641811,21.330338,19.70999
6797180062575447808,5.0001,16.401169,17.656847,15.080592
6721171476597681792,5.0001,20.813505,21.358974,20.028744
5811031485243331968,5.0001,16.116423,17.514814,14.959277
5893426962494329216,5.0001,20.507664,,
4049899490153779328,5.0001,19.246832,19.475687,17.59585
1355626922844767744,5.0001,20.312134,21.38668,18.704708
3253166804479977984,5.0001,17.001537,18.502714,15.804347
4304341358479978752,5.0001,20.78899,21.695898,19.510113
5901091447583072384,5.0001,15.929205,17.254332,14.762759
3099100074103844608,5.0001,20.701496,21.11697,19.689516
2428756829967388672,5.0001,20.731518,20.82306,20.032627
4092451861396897920,5.0001,20.035698,20.036203,18.634417
5503413523630401920,5.0001,20.773626,21.686712,20.014658
5828779149120967296,5.0001,9.882509,10.153749,9.438787
4207355185851136896,5.0001,18.916733,20.042982,17.588722
4267964256825025536,5.0001,19.631632,20.418287,18.290962
6894371526054703872,5.0001,20.55121,20.660774,19.68712
24987986584809344,5.0001,13.683226,14.448728,12.80201
3315640432400490368,5.0001,18.771734,20.604326,17.514029
2199569854575188736,5.0001,20.708221,21.550714,19.266132
4215552942676054912,5.0001,20.115463,20.989395,18.717913
5893816464472305280,5.0001,20.422855,20.672956,18.839651
5880330782575481728,5.0001,20.556688,20.99852,18.384247
5883966077276217216,5.0001,20.768892,,19.74657
5810921053042430080,5.0001,19.924568,,
6188734963694933248,5.0001,14.85362,15.830942,13.872128
5866269987348655744,5.0001,18.127277,19.375725,16.45654
4065424315146275584,5.0001,,,18.579084
5948507306740931584,5.0001,20.420944,21.196459,19.2843
1957524464342168704,5.0001,15.530499,16.621426,14.495843
4539399691615099520,5.0001,20.984955,21.639095,19.460104
4137348254038589824,5.0001,20.016136,20.227583,18.8844
1746794883258684544,5.0001,17.981934,19.692514,16.76702
4471872192855278464,5.0001,20.42714,20.471365,18.466629
1825667800166627072,5.0001,20.777681,21.462587,19.391718
1432230310268417024,5.0001,15.597586,16.845057,14.479086
2225718783699157632,5.0001,17.244215,18.940561,15.99769
4068211096035704064,5.0001,19.860964,20.511555,18.329779
3515368201347680512,5.0001,20.784487,21.355003,19.677332
4149043102059590528,5.0001,18.237158,18.240961,16.84881
2317889228542989568,5.0001,20.215961,21.23148,18.868345
4134815666425993728,5.0001,20.463085,20.943464,19.886333
4655190463825456512,5.0001,20.74223,,
2847658394940465536,5.0001,17.45765,19.15804,16.214945
6029523618422221696,5.0001,19.397432,,
3126688641911234304,5.0001,14.663193,15.57486,13.683047
2017649093057315072,5.0001,20.135757,21.1027,18.613146
2054828082311656960,5.0001,20.330976,21.478373,18.648771
5893330549085043840,5.0001,20.633991,22.908876,19.33368
3928301574255788928,5.0001,18.11325,19.710943,16.855597
2986921197685782912,5.0001,15.446876,16.70765,14.337257
4309257927809501696,5.0001,14.312532,15.214283,13.372756
4558238071007381248,5.0001,18.59392,20.52792,17.275848
6029033644276630912,5.0001,19.207495,19.482256,17.84342
1087532796484655104,5.0001,20.876425,21.366676,19.43426
4044060430556307584,5.0001,19.05794,19.258888,17.7725
4687432748908616064,5.0001,20.947721,21.503826,20.564423
4314134021399127936,5.0001,20.244831,21.194532,18.812233
158402864939214080,5.0001,16.62016,18.272427,15.394732
5852947067564023936,5.0001,20.75963,21.239767,19.120508
2599366915378484864,5.0001,14.202367,15.00133,13.329716
4157642386832684288,5.0001,20.490889,,
2686778364665777280,5.0001,20.683332,21.699474,19.44074
1557480043475683200,5.0001,19.884346,20.674892,18.208134
5453717311746627968,5.0001,18.671604,20.60305,17.349134
6744397422768815488,5.0001,20.61849,20.677856,19.878435
5916260383022114816,5.0001,20.824526,21.294416,19.645145
5874853565389403648,5.0001,20.875725,20.923935,19.38089
4507658719377190784,5.0001,20.379189,21.079754,19.11951
4064959393620695424,5.0001,19.688093,20.48853,18.357994
5989380826865504640,5.0001,20.512053,21.88071,19.490007
1608557615625103104,5.0001,14.18393,15.010416,13.284202
6060304927503000832,5.0001,20.164219,20.381939,18.790686
5253498104089696768,5.0001,20.455427,21.531378,19.018742
4052792751866968064,5.0001,19.553833,,
4153706513167567232,5.0001,20.396229,21.672329,19.277052
5877423742606577920,5.0001,20.857006,,
6380192442402766080,5.0001,20.428026,21.28063,18.983929
5985857029512006784,5.0001,20.348627,21.052185,19.082722
4174729415966324096,5.0001,20.232874,21.224092,19.115143
5850026592896831872,5.0001,19.4999,19.494335,17.591118
5294947424677208704,5.0001,17.366905,18.981758,16.162819
3404686138215489152,5.0001,19.93671,21.337357,18.568905
5829600896623561088,5.0001,20.185892,20.659342,19.020203
2707483719098783488,5.0001,12.678218,13.136722,12.055555
4123187231433894784,5.0001,20.211552,,
6660362023934611840,5.0001,20.758188,22.153727,19.579624
4521330321834986368,5.0001,20.710125,21.493864,19.046423
1393283817410594560,5.0001,20.30351,21.123426,18.925467
4108812693195298304,5.0001,20.246666,20.331703,18.950886
2064108677698348544,5.0001,19.355509,21.24055,18.028471
3289251814031133824,5.0001,20.857933,21.406296,19.6859
2038615199238549248,5.0001,20.761534,21.709799,19.502338
2104108945078954112,5.0001,19.421087,20.71194,17.942688
4619311719978311168,5.0001,16.73666,18.101803,15.586699
1917803606058383744,5.0001,20.638842,20.821589,19.459122
1552670058061244416,5.0001,12.450016,12.876086,11.83867
5356422665999340416,5.0001,16.405098,17.885654,15.174729
6404424338650656640,5.0001,16.628006,18.037373,15.471743
5980096722540294784,5.0001,19.513836,,
4176964585670296832,5.0001,20.74906,21.432676,19.903198
4068801916023643776,5.0001,18.20559,19.066061,17.0108
1067579301845419008,5.0001,20.787619,20.93522,19.272264
5961250337308389760,5.0001,20.525742,20.307838,18.7753
4108126464812088064,5.0001,19.942211,20.60252,18.083004
4308210196319410048,5.0001,20.624245,,
4090646944375610496,5.0001,18.842411,19.340118,17.433964
5869486196362226688,5.0001,20.406336,21.820997,19.173847
1998802428652425728,5.0001,19.459295,20.097,18.208164
2316886817535954560,5.0001,15.616896,16.035624,14.322114
33379287529605760,5.0001,16.864979,18.328918,15.67785
5405898352758972544,5.0001,20.80889,21.835041,20.04663
5159663548351454208,5.0001,20.56203,21.364656,19.342125
2531489286592339456,5.0001,20.75377,21.684473,19.267307
4155329701560282112,5.0001,20.4439,21.20588,19.03345
526188095685295616,5.0001,20.902197,21.420597,19.422857
5898524229670576512,5.0001,19.466156,19.99005,18.578428
362095365443277056,5.0001,16.750612,18.365337,15.508304
6061851424931097472,5.0001,20.704624,21.166328,19.641554
259153623654914304,5.0001,20.798168,20.93249,19.649872
4043381237457262848,5.0001,18.882324,,
6640371356352889344,5.0001,20.877941,21.691996,19.821272
3112882040038535296,5.0001,20.488054,21.118332,19.786905
1038346934089985664,5.0001,15.324715,16.40695,14.292455
2018976581564782720,5.0001,20.868023,21.82216,19.30355
5843799302592188672,5.0001,18.883474,,
4116913177614177536,5.0001,20.577856,,
6354166727296116224,5.0001,15.61179,16.934046,14.462464
4116732307911527296,5.0001,19.7911,20.839203,18.567104
4120133509795084288,5.0001,20.292675,20.916641,19.204727
4128287831517458432,5.0001,19.682627,20.372774,18.449078
4286974877263196928,5.0001,18.86336,20.621912,17.48153
4123155895470466432,5.0001,20.684265,21.299118,19.744581
2074237245680431360,5.0001,20.760683,20.632652,19.440897
5988210877782032512,5.0001,17.391241,19.152899,16.136269
2203042211076009728,5.0001,17.631378,19.379457,16.371826
5978084513166900096,5.0001,20.379662,,
4258728805795375104,5.0001,20.530836,21.235142,19.248892
992562101678542080,5.0001,20.702406,21.74409,19.339027
4120670449325251584,5.0001,20.053667,,
6656524655342842624,5.0001,20.825428,21.038263,20.050327
503024748641631488,5.0001,18.902334,20.72817,17.611906
5867572702484755712,5.0001,20.685272,21.443272,19.436346
6106533618980471552,5.0001,19.185495,20.96289,17.870932
6029739363271406464,5.0001,20.297838,20.079538,19.112259
1814574724230275072,5.0001,20.65647,21.023592,19.72147
106403004395092480,5.0001,17.888435,19.623447,16.63798
3793667612383707904,5.0001,19.272161,19.378222,19.065964
5109745892251008128,5.0001,14.964329,16.00942,13.9486
4045654928500431744,5.0001,20.181595,,
5854001121243868288,5.0001,15.636949,16.177565,14.537333
5847880380533968512,5.0001,19.680809,20.145859,18.384295
5300085197700804224,5.0001,19.079811,20.792603,17.595343
5830437796789419776,5.0001,19.879162,20.230837,19.05376
4043984186215921408,5.0001,19.755701,20.540894,18.409931
6633526243634906240,5.0001,20.368935,21.677465,19.039381
5959533857856230016,5.0001,18.75638,19.422108,17.504276
5870583783775558016,5.0001,20.845642,21.713177,19.851318
6025948075369233664,5.0001,19.924152,20.782837,18.95535
5980718221461267584,5.0001,20.53654,21.126425,19.424112
5360696536389173120,5.0001,20.844316,21.432947,19.97084
5860079771303669248,5.0001,20.980923,21.423672,19.82906
919981380624314752,5.0001,17.72101,19.23683,16.52729
4061701609229360640,5.0001,18.171476,19.47305,16.481152
5556786979138105600,5.0001,19.287243,20.933582,18.019989
4121936124650159360,5.0001,20.50211,21.53425,20.060326
4160251042563167872,5.0001,19.858065,20.683304,18.189625
2304735770941177984,5.0001,17.412022,19.019777,16.189837
6357422690462775040,5.0001,20.793146,21.34833,19.424355
5799874500252331008,5.0001,14.903862,16.026531,13.853158
4119690578316926208,5.0001,20.498266,20.895466,19.964064
4288274091980468736,5.0001,19.418941,20.432716,17.869587
2068799370399201536,5.0001,20.60562,20.871315,19.101809
1304353152291675392,5.0001,19.667688,21.207123,18.251478
3408445540271035520,5.0001,15.091752,16.198833,14.040557
5976664592617062144,5.0001,19.987608,21.013971,18.341095
5960100351164960512,5.0001,20.334146,21.18155,19.54406
5991636406261865856,5.0001,20.461466,,
3926024932349422976,5.0001,17.402336,18.802307,16.257477
4099481245387346816,5.0001,19.582531,,
201102703949606912,5.0001,19.539944,21.220003,18.22043
6181216125226713856,5.0001,20.292065,20.429522,19.709732
2027463917965611136,5.0001,20.838379,21.322863,19.751818
284139849300533248,5.0001,18.798267,18.879082,18.694492
5934026085844823808,5.0001,20.140432,21.231945,18.780167
4043285961973570944,5.0001,20.221985,21.026516,19.17192
2024528393705935488,5.0001,20.154446,21.598986,18.689207
4036710435776990976,5.0001,20.353256,20.484602,19.530836
4117802682508787584,5.0001,20.469152,,
517958556092201472,5.0001,20.9144,21.358618,19.9522
6655450608574037120,5.0001,20.842352,,
1819278744215453824,5.0001,20.82417,20.732847,19.565191
6681160484668161024,5.0001,17.282814,18.847406,16.074883
4068532192108067328,5.0001,20.051613,20.957977,18.560503
68965256241020416,5.0001,14.972004,16.190357,13.881837
5930057158026378752,5.0001,20.83928,21.41391,20.061378
3118097878386858752,5.0001,20.636051,21.520266,19.715225
5979470584959933184,5.0001,20.280146,,
5388601797906846592,5.0001,17.127129,18.685766,15.920308
5961581599559795328,5.0001,19.749218,20.239567,18.43058
1824256542590761984,5.0001,20.390623,21.258108,19.168615
6318650611933128576,5.0001,17.297058,18.601877,15.888229
5876187341777069312,5.0001,20.652279,,
4036528947637560832,5.0001,19.109018,21.38736,17.89148
2316167599492457984,5.0001,19.807455,21.089941,18.481491
2293270952743600384,5.0001,15.903575,17.04358,14.841808
1197866997329954944,5.0001,20.710705,20.764225,20.033922
5987329584833296512,5.0001,20.670874,,
4160046537720873728,5.0001,17.887514,19.702156,16.602577
2077281896453758336,5.0001,20.809076,20.622276,19.469252
4043632578862712960,5.0001,17.454573,18.719522,16.103216
5957620746300298496,5.0001,20.741295,20.733091,19.414633
4117468808920359424,5.0001,20.535215,21.509657,19.511477
4092520786986747520,5.0001,19.369358,19.675104,18.202072
2948892522157707520,5.0001,18.107977,19.767082,16.873459
4421423811939093888,5.0002,19.532877,19.601536,19.355984
4311164309185142016,5.0002,20.830704,21.535843,19.817144
4059313886662929024,5.0002,19.470533,21.014261,18.801315
5958077108046757248,5.0002,19.107485,19.086025,17.583645
2055343405362581760,5.0002,20.364725,21.321043,18.742966
4301307153080539264,5.0002,20.4911,21.165913,19.006351
351411136079285376,5.0002,12.451231,12.876184,11.864121
6363801988210724352,5.0002,19.967922,20.301832,18.80472
5971014172314542592,5.0002,19.464426,19.613558,18.078087
5897173101685092608,5.0002,20.602777,21.51545,19.129133
1424826748722361984,5.0002,16.708857,18.095724,15.557631
6747653587798441088,5.0002,19.8029,21.086874,18.466223
6912922314443866112,5.0002,18.183928,19.370115,16.846985
3047943405835868544,5.0002,20.77664,21.453058,19.995005
4120105403429021184,5.0002,20.406067,,
6733054100606936320,5.0002,18.00332,18.260582,17.198544
1950505972381153280,5.0002,20.745579,,
5847312139150296960,5.0002,19.94975,20.002205,18.485102
5955285314906973696,5.0002,19.595913,20.050411,18.450045
5422847255783237888,5.0002,20.732038,21.32172,19.243895
4311868129750265856,5.0002,19.974543,20.970078,18.596306
4052661733988972288,5.0002,19.69198,,
4036172534095798016,5.0002,19.787874,20.169302,18.952343
4042046090889739392,5.0002,19.004534,,
4130656626237819136,5.0002,20.61125,20.948187,19.348253
4058961974162617216,5.0002,19.90029,20.77433,18.563894
257121721871611520,5.0002,19.535818,21.460545,18.206642
4051421935697874432,5.0002,19.937569,,
2986033788722643200,5.0002,16.797207,18.728518,15.489146
4148370480172769408,5.0002,20.311419,21.166906,19.393452
4118645797499604736,5.0002,19.95246,20.444778,18.62174
4827988375410916224,5.0002,17.473534,19.10764,16.245234
4322857374818625152,5.0002,20.822956,21.900253,18.942282
4573144120082156544,5.0002,15.030494,15.997956,14.054082
4121630769711186816,5.0002,19.910294,20.080667,18.385841
4118891027230180992,5.0002,20.372034,21.096766,19.256811
5834327662761011968,5.0002,19.25344,19.770473,18.028875
1870934144100998656,5.0002,20.817513,,
3111867946721928832,5.0002,16.733984,18.244978,15.544901
4079591354883069568,5.0002,18.903856,19.252914,17.8005
5864002691306368512,5.0002,20.806282,,19.979599
4123838623410114048,5.0002,20.727829,21.762033,19.796627
2028605039272491392,5.0002,20.83531,,
5931900832925292416,5.0002,19.365486,19.908913,17.759682
4325007366718527360,5.0002,19.868414,21.421762,18.415865
2171824262769453568,5.0002,17.495638,18.987413,16.314995
5834782894946309120,5.0002,19.628113,20.132217,17.682178
3316755371550030464,5.0002,19.797503,20.705711,18.626976
5409853497954179328,5.0002,19.137177,20.974977,17.869349
4039780096224646656,5.0002,19.095451,19.224537,17.657618
3312088734963576704,5.0002,20.682825,21.402355,19.730541
5889026235987536768,5.0002,20.224735,20.530945,18.283289
4119748886827516800,5.0002,20.155043,,
6130994832118676352,5.0002,20.890997,21.91327,19.731047
6721747964277481216,5.0002,20.70826,21.15463,19.923075
3709450175656485760,5.0002,18.317665,20.19976,17.042124
3151343845834924544,5.0002,20.59358,21.661196,19.110935
6276666275821786496,5.0002,20.807484,21.927141,19.476036
4657156051227553920,5.0002,20.182985,19.565153,19.333448
4043663056004268928,5.0002,19.539797,19.630552,17.625858
4504416740637116032,5.0002,20.414633,,
5875316803399532032,5.0002,20.829504,,
