Source,Plx,Gmag,BPmag,RPmag
5529781049416261632,5.0014,20.762562,21.305813,19.355957
6211643455962199808,5.0014,17.980984,19.782104,16.693369
5848731849193518336,5.0014,20.815435,21.309193,19.765999
5980023948668803200,5.0014,20.311733,,
4295793617720823296,5.0014,20.87385,20.8573,19.297544
587404092750843520,5.0014,16.44839,17.855225,15.28186
1591677810036308992,5.0014,11.669381,12.046647,11.123668
4633587774657134848,5.0014,11.99273,12.393262,11.427646
220774276931680896,5.0014,20.627949,21.238361,19.267569
5336304317641925376,5.0014,20.907408,18.053373,19.985405
4120630798257674624,5.0014,19.5623,19.838041,18.13569
5875505713284773248,5.0015,20.594397,21.101946,19.292278
2191303416918916608,5.0015,15.133483,16.423698,14.008235
1915886160858252800,5.0015,17.700281,19.2677,16.478167
4054508638494739584,5.0015,18.498693,19.808138,16.909359
2182820027571523200,5.0015,20.806614,20.711424,20.498497
6029157618550789632,5.0015,20.481256,,
4039920146549343744,5.0015,19.930737,,
5945285187887740416,5.0015,20.810093,22.551899,19.632235
1358845567039533312,5.0015,20.32772,21.60844,18.931026
4519699058885080704,5.0015,20.837204,,
677101529791797120,5.0015,16.92066,18.377905,15.747403
5528005681738668288,5.0015,17.987242,19.585047,16.696907
5393993351954648832,5.0015,18.050938,19.84904,16.785776
6304935338247701376,5.0015,11.663314,12.022855,11.130637
166590786297138944,5.0015,18.53717,20.45189,17.258236
4055480198766868480,5.0015,20.219313,,
4042829595969010560,5.0015,19.419142,18.847166,17.616396
5828205959960230656,5.0015,20.748123,21.46747,19.759386
766546835070372992,5.0015,16.431791,17.972672,15.220077
3075131678390496640,5.0015,19.528858,19.67538,19.312717
1216683111614777728,5.0015,17.769676,19.398117,16.553482
4384841724348662272,5.0015,20.757315,21.201752,20.087929
5979035590676895616,5.0015,20.454262,20.418552,19.011278
4117651637124644608,5.0015,20.040174,20.075508,18.345991
3512283006080330240,5.0015,16.732027,18.182867,15.563557
4116296798224780672,5.0015,19.215786,20.762419,17.894173
4107585608126626048,5.0015,20.058552,20.243814,18.807684
6722496761755905152,5.0015,19.234615,19.910046,17.920734
1001482916256287488,5.0015,18.80777,20.306437,17.48227
4060887425175765632,5.0015,20.582493,21.912386,19.281979
3465996585913263616,5.0015,20.093493,21.182932,18.685232
6724766707812844032,5.0015,20.527853,21.381058,19.358143
4120260125343040256,5.0015,20.563217,21.383821,19.248528
5663178060704891520,5.0015,20.019327,20.830944,18.559698
4058744099023942656,5.0015,20.168444,21.301962,19.01519
4100008736065833344,5.0015,19.780184,21.115627,18.849863
3841985204190910336,5.0015,19.887453,20.552097,18.537872
4037110829923368704,5.0015,20.215185,19.960701,19.160898
5038150952089353216,5.0015,14.242338,15.094382,13.090325
3656764915643584000,5.0015,16.329418,17.628252,15.203836
2697636866622836864,5.0015,19.394312,21.073637,18.045488
5258278059061243264,5.0015,20.182423,20.238102,18.492107
3720173368966445312,5.0015,20.828648,21.641682,19.845726
4509390656331859840,5.0015,20.645117,21.736006,19.767136
3429297499119066496,5.0015,17.501871,18.861675,16.36666
5810059688758645632,5.0015,20.615902,20.871227,19.207937
6724591541881039104,5.0015,20.25601,21.625689,18.865074
5335050530790748928,5.0015,20.881926,21.405094,19.774231
5840036739427137536,5.0015,20.82298,21.133636,19.855968
4145507214439078656,5.0015,20.345585,21.421362,19.125088
5615437231484228992,5.0015,19.950256,20.682724,18.383532
1913443634433776128,5.0015,13.586557,14.292663,12.775451
2748835561145966592,5.0015,20.363508,20.955935,18.781479
521732977645566208,5.0015,20.744854,21.921808,19.633772
6356085031489398784,5.0015,16.6058,18.107576,15.415564
6057283400813747328,5.0015,20.825594,21.297169,20.443945
4125157556277045760,5.0015,20.731321,21.45335,20.182856
6449237958698041728,5.0015,17.89002,19.723726,16.6141
4561339935043548672,5.0015,18.920649,,
6667430676813550848,5.0015,12.571017,12.966118,11.782699
4123148508085733504,5.0015,19.828844,20.195332,18.783918
2026017750936317440,5.0015,20.473732,20.919466,19.15699
199618230103579392,5.0015,19.51307,21.05227,17.996077
2203966075720441216,5.0015,18.962587,19.387129,17.720924
806923307225356928,5.0015,14.819577,15.929939,13.768889
5674863945162814464,5.0015,11.740869,12.099801,11.210384
5957326867447445120,5.0015,19.942854,19.58543,18.594135
6078816339596585472,5.0015,20.877089,20.983057,20.087818
4855173285011831424,5.0015,14.113514,14.933415,13.22495
4089387312179420928,5.0015,19.225775,19.473984,17.909
6544934434255762688,5.0015,20.925274,22.14925,19.784966
4059699299856495360,5.0015,20.759266,21.226673,19.92312
5980657164278551936,5.0015,19.897327,20.327267,18.406488
4043629181472358912,5.0015,19.70913,20.545578,18.646255
5985059230771807872,5.0015,19.67978,20.689386,18.371855
4039391148237540480,5.0015,20.421349,,
5984093447240768128,5.0015,10.215087,10.287442,9.373966
6089504554688248064,5.0015,20.48598,21.352798,19.345644
3325706117755109504,5.0015,20.600056,21.133446,19.682333
4603518708619227136,5.0015,19.07242,20.720335,17.775219
5836195904843353856,5.0015,20.427166,20.84303,18.940853
5835301967494434304,5.0015,20.793621,21.640789,19.677797
4195419884045492096,5.0015,20.700886,21.706078,19.93608
5864270422383876608,5.0015,20.77459,19.904871,18.9185
4040632668673795584,5.0015,19.705187,,
4136570933645130112,5.0015,20.63397,,
6021173514794159488,5.0015,20.745045,21.281836,20.270962
4320663539938547584,5.0015,20.074547,20.6314,18.210583
4123825360551132672,5.0015,20.676645,21.040049,19.516748
4148812758672570368,5.0015,20.170876,20.440731,18.68171
144556607636160128,5.0015,17.793655,19.31319,16.554926
6844899829291185792,5.0015,20.596146,21.33942,19.076239
650364361942954112,5.0015,13.795921,14.520124,12.97178
5877378525116492800,5.0015,20.090767,,
4070497534818794112,5.0015,19.473827,20.993134,17.945587
1147682434780980736,5.0015,20.105026,21.341583,18.688873
2292824658398757120,5.0015,18.883389,20.82193,17.588469
1810699632935649792,5.0015,20.564293,21.100714,18.992563
5990166084313908096,5.0015,20.39514,21.594378,19.18031
48988126397709440,5.0015,9.787167,10.015309,9.400719
4040845321069788288,5.0015,18.830788,19.131454,16.611572
396376999833667072,5.0015,20.45894,21.296686,19.035114
6734602629593562368,5.0015,20.510475,21.217268,19.799145
4068309815881504768,5.0015,19.638279,20.159716,17.784828
2491314510397737728,5.0015,16.712412,18.15694,15.5339
4053107517130280448,5.0015,19.805885,,
3108166543915439232,5.0015,16.123735,16.713861,14.251084
6310941759816907264,5.0015,18.866693,20.930445,17.561522
4336127032754026240,5.0015,20.555626,21.456284,19.24244
2436903734388191232,5.0015,15.15985,16.157873,14.167856
4504408288154801152,5.0015,10.094309,10.353546,9.679266
6090236314033022592,5.0015,20.22044,20.66096,19.049995
4120577781206974976,5.0015,20.007715,20.167583,18.354
5882943771966668288,5.0015,20.671003,21.476938,18.79578
784404892474228992,5.0015,20.553394,20.63015,20.215609
110077232953071104,5.0015,20.610472,21.727917,19.154818
1883473764958780800,5.0015,18.747667,20.126736,17.3987
1820215631202962944,5.0015,20.731466,21.56734,19.748981
3544285043625340800,5.0015,14.717533,15.502384,13.594852
4264335456152494080,5.0015,18.267467,18.906643,17.34703
398244245452994304,5.0015,18.164173,20.05161,16.862274
4107423361476780544,5.0015,20.046997,,
426993214646412160,5.0015,19.271275,21.40741,17.978613
5830256205542053376,5.0015,20.331066,20.53826,19.182837
6417911429316027648,5.0015,14.697778,14.939231,13.780517
5984106057271172096,5.0015,20.695564,21.714598,19.60022
5235187352800075008,5.0015,20.859385,21.847643,20.27138
5225910395239548800,5.0015,20.829828,21.289516,19.706923
3445760383643064192,5.0015,19.70182,19.913086,18.488148
4116491755433472000,5.0015,20.219679,20.86152,18.508877
5882223866761186944,5.0015,20.425604,,
4070232788684897152,5.0015,19.936855,21.963305,18.568388
3549478728534127744,5.0015,14.466922,15.419802,13.4989
4111231863558480512,5.0015,20.48175,21.368628,19.4473
4117156027957804032,5.0015,20.669735,,
2071659406339896576,5.0015,20.316853,20.576841,18.834332
1697670005103185536,5.0015,18.065987,19.961147,16.7924
5341818471522276352,5.0015,20.911263,,
5394914025440698368,5.0015,16.399817,17.863455,15.222853
4483026532163206272,5.0015,20.529097,21.819397,19.205854
4041075011641905152,5.0015,18.87279,19.432478,17.524311
5936820700721454720,5.0015,19.77418,20.396824,18.63941
10257726228302848,5.0015,9.983121,10.319741,9.478254
539654295624517760,5.0015,10.126013,10.36786,9.634276
4064147099202348672,5.0015,20.042414,,
487807168413404032,5.0015,20.847416,21.364676,19.841564
439893436676067456,5.0015,19.886581,21.457178,18.455555
4398997661681094272,5.0015,18.126398,20.09693,16.76032
147577481473095040,5.0015,19.235634,20.96453,17.870544
6181553537857816576,5.0015,16.048872,17.311165,14.943434
5511893781940930560,5.0015,17.135862,18.611486,15.951304
4135263098946130432,5.0015,19.886137,20.196266,18.537268
2120777889245842944,5.0015,20.832373,20.973486,19.704893
2661303131220718592,5.0015,16.614286,17.755413,15.323299
4118188508018669056,5.0015,20.124113,21.120033,19.219744
4512798111604564992,5.0015,20.822159,22.133245,19.974298
1826192881348205824,5.0015,18.004944,19.411943,16.626278
2632331648368663040,5.0015,19.68441,21.072422,18.35542
6757150520713475072,5.0015,20.279577,20.240946,19.305828
4062495182074719872,5.0015,18.823503,18.99573,17.400352
4777455817430356352,5.0015,9.328647,9.543671,8.959479
5681198433512475264,5.0015,16.458815,17.91345,15.279486
4119337222788611840,5.0015,20.551058,,
4044228690262839936,5.0015,19.551908,19.447792,17.715393
4326161063656300160,5.0015,19.059849,19.735968,17.857374
6064359514057408768,5.0015,20.588692,21.341629,19.857016
5951105624483726848,5.0015,19.242805,19.903542,18.181698
4191012732204496768,5.0015,20.75851,21.004179,19.926804
4116550579401094528,5.0015,17.48535,19.155153,16.033731
2932541581666385664,5.0015,17.401052,19.393995,16.077747
4107658382108161408,5.0015,20.233929,,
123850402797321600,5.0015,19.787178,21.025297,18.444553
4265475271703592064,5.0015,20.093822,21.048357,19.082148
2363393994728183424,5.0015,16.26789,17.62691,15.120191
5026512003034010240,5.0015,16.9839,18.331144,15.852574
2348846734338546944,5.0015,16.19883,17.583286,15.04267
4091805344255012992,5.0015,19.337088,19.272644,17.825815
4347393801415212544,5.0015,20.621016,,
5833289723749826048,5.0015,20.038063,19.748041,18.2364
4043744076120450688,5.0015,19.49195,,
1963608199624974208,5.0015,19.908716,21.012695,18.412565
4110824150895934848,5.0015,19.788755,20.222273,18.30914
1824465174951365504,5.0015,19.791656,20.321623,18.11726
4310913242594027008,5.0015,20.263842,21.273354,19.273638
2199596655172533632,5.0015,20.41726,21.00566,18.730219
409023277633834112,5.0015,15.110692,16.11831,14.116506
4107560010260067584,5.0015,19.849422,19.596218,17.859505
3354724570370000896,5.0015,20.624472,21.024351,19.400951
422178107518464,5.0015,19.594198,21.080954,18.169342
4283240287235849344,5.0015,20.366348,20.998241,19.542187
5143034358399390208,5.0015,17.53043,19.305496,16.273005
6303429144756510592,5.0015,17.628565,19.052671,16.474718
1631102135185014016,5.0015,20.856113,21.491407,19.41576
4040641224252372480,5.0015,19.410337,,
6707945863542505088,5.0015,19.89712,20.928053,18.59489
6669649598654518400,5.0015,20.658363,21.225592,19.488962
5980753783852195840,5.0015,18.691633,19.400139,17.413973
5519411211665023488,5.0015,20.863548,21.076675,20.134022
4097845240768260736,5.0015,20.108437,20.66622,18.319843
4110463373709791360,5.0015,20.126947,20.799212,18.621777
5852498707311392512,5.0015,20.346659,20.279196,18.807022
2055445801701912576,5.0015,20.774378,21.59465,19.736876
219763958890112768,5.0015,18.380602,20.481962,17.063309
5960116019209645824,5.0015,20.54639,20.871702,19.350937
6071510359718119552,5.0015,20.874071,,
4038845378170981760,5.0015,20.334494,,
4039829715953026176,5.0015,19.214186,19.442272,18.049166
6903829559437131008,5.0015,19.308802,21.141775,17.978716
5548741371522436608,5.0015,17.076344,17.96848,15.296649
5977790565579029504,5.0015,20.317884,20.67399,19.145285
2179050455037155712,5.0015,18.961592,20.8522,17.68633
2940566852611890304,5.0015,20.805132,22.078028,19.556976
4118290315905595520,5.0015,20.60341,21.01832,18.949047
2709620718731310336,5.0015,17.044191,18.377264,15.92487
2025124775699289216,5.0015,20.907312,21.673885,19.629095
6057219491682709376,5.0015,20.363947,20.789614,18.990799
6033178807401869184,5.0015,20.658968,20.8261,19.684322
4224110201157192832,5.0015,20.664173,20.63147,19.58832
4299510340608183552,5.0015,8.293222,8.512783,7.915225
4232676324452626176,5.0015,17.06301,18.598965,15.837768
3188460716982515840,5.0015,19.186178,19.954088,17.126558
4906388708431761536,5.0015,17.060276,18.643404,15.84549
5106511644437373952,5.0015,17.971886,,
5795682646517820672,5.0015,20.904743,21.326912,19.66845
4314441850303566336,5.0015,20.513702,21.332333,19.459965
470260096709649408,5.0015,12.119865,12.553263,11.525158
4115546278472253312,5.0015,20.686768,21.24712,19.906322
3288044275385477120,5.0015,16.760372,,
5827637409391155456,5.0015,20.46455,20.687727,18.977623
6189898040838615808,5.0015,10.798469,11.089341,10.341886
1610503441968610176,5.0015,9.572867,9.963622,9.008671
5705805542398599296,5.0015,17.016197,18.737001,15.72065
4368940827712130048,5.0015,20.448313,,
5835725416916950528,5.0015,20.583424,21.007633,19.247665
4068938423027085056,5.0015,19.572086,20.093214,17.81888
3836762042921648384,5.0015,20.656376,21.36485,19.36246
4162520645019611904,5.0015,20.716177,21.303783,19.791426
5615580202337426432,5.0015,20.820705,,
1948954870716154112,5.0015,15.79495,17.12516,14.656093
6273369523351168768,5.0015,20.641245,22.564623,19.42737
4121633724687080832,5.0015,19.374111,19.663366,18.281359
5834138615446888192,5.0015,20.772194,,
1744227214370075392,5.0015,13.752477,14.463757,12.934866
48596352364968960,5.0015,20.791557,21.279648,19.418762
1918195345731546112,5.0015,20.839071,21.46619,19.730473
1821063556548815232,5.0015,20.530235,21.280107,19.23649
6672913224042534784,5.0015,20.447247,21.555586,19.18334
4123112292891916160,5.0015,20.173899,21.203695,19.475353
6029246094828992256,5.0015,20.04284,20.274437,19.021286
5821804122215064320,5.0015,20.787699,21.228321,20.057558
5979904617222763008,5.0015,20.608183,20.887907,19.281319
3187040319759249408,5.0015,16.557465,17.84733,15.430815
5975050887495309568,5.0015,20.164766,21.411283,18.535814
4309080734639895296,5.0015,20.793749,21.410671,19.613392
5875598106614139392,5.0015,20.78578,21.768991,19.750015
3135845615260340736,5.0015,20.322065,21.071413,18.326412
2818270545074049408,5.0015,14.089869,14.878091,13.223478
4513534131568591616,5.0015,21.000113,21.490316,19.777742
204093787889705984,5.0015,17.479494,19.057964,16.249317
4185430000573032960,5.0015,19.339605,19.489405,19.09253
4042193253634008704,5.0015,19.362865,19.543953,18.197313
1625398732148334592,5.0015,11.629014,11.98972,11.101731
5977099041455606144,5.0015,20.556164,20.434372,18.02917
1344025318529240448,5.0015,18.86888,20.794012,17.542282
234174918493706880,5.0015,20.664965,21.817272,19.44517
5994362714036670592,5.0015,20.76518,21.105974,19.206768
4312848692272627584,5.0015,20.844664,20.957272,18.79069
2934862517567854976,5.0015,20.817057,21.283384,19.649206
4861365975017751552,5.0015,17.945501,19.540663,16.759075
5989466451324371328,5.0015,20.767014,22.486248,19.680325
4053094774010737024,5.0015,19.093908,,
4383480632033181312,5.0015,10.879522,11.219448,10.343706
4053943730050635264,5.0015,18.63911,20.879057,17.2573
958252146276632064,5.0015,16.433533,18.287315,15.134803
4119335676597008000,5.0015,,,19.260284
5958017944930736896,5.0015,19.714739,20.287148,18.907904
4104115618189139584,5.0015,19.88412,21.178234,18.6836
4123052713161923712,5.0015,19.915304,,
5236312324994552832,5.0015,20.701849,21.599098,19.46857
5884101798226261120,5.0015,20.728176,21.709631,19.119184
2058722311971236992,5.0015,20.915813,,
5004145458328279168,5.0015,18.303453,20.015602,17.018246
5885914308779196288,5.0015,20.083168,21.751661,18.826483
5880595421263000320,5.0015,20.927397,21.915241,19.455647
4092050878938578048,5.0015,19.543676,19.80076,18.044744
4043769983444345344,5.0015,19.441608,19.57172,17.688848
4262940996195007104,5.0015,18.56972,20.213184,17.234615
33560500788961152,5.0015,17.041685,,
6029939371272448256,5.0015,19.563362,19.564148,18.340841
4314903816988759680,5.0015,20.608053,,
181005422394105216,5.0015,13.745852,14.555553,12.857023
6780093858036705792,5.0015,20.890404,20.600538,20.165941
4040268210595891840,5.0016,18.043653,18.66154,16.992579
6006193351762114048,5.0016,17.89329,19.65527,16.649855
1988752793597608448,5.0016,20.768776,20.638363,19.99051
1825545651265340800,5.0016,20.8268,,19.421843
5834147858322828032,5.0016,19.013489,19.05633,17.48034
2766893493444673280,5.0016,15.930852,17.150297,14.739935
5154283599302128640,5.0016,17.605606,18.953716,16.44399
5851799933319456384,5.0016,20.856277,21.877583,20.233446
1916441281087337088,5.0016,20.704298,20.791801,19.660507
3225180728859554432,5.0016,12.788758,13.324124,12.10798
2147932596639179392,5.0016,16.783329,18.211205,15.617783
6029125492265203584,5.0016,19.852657,20.119028,18.850292
4128205299445210752,5.0016,20.689487,21.071129,20.121649
5336157842074348416,5.0016,20.654535,,
5233755445062544256,5.0016,20.67194,20.97523,18.9432
963066121717189632,5.0016,17.606249,18.658426,16.056208
5128259464742361856,5.0016,16.865969,18.211344,15.714624
1940948330126648960,5.0016,17.910933,19.733776,16.616903
4134765604283212928,5.0016,20.649675,20.910658,19.554047
4872684931828725120,5.0016,19.322184,21.42732,17.877436
3716441115398883840,5.0016,18.182566,19.98644,16.910553
4111374696983645824,5.0016,20.328405,21.091555,18.999428
5949941237375779200,5.0016,19.08551,21.019974,17.766611
5300120970488182784,5.0016,20.514109,21.789444,19.185652
4093118646561838592,5.0016,19.740011,21.538326,19.102715
5970513344802560000,5.0016,20.422632,,
4108546409569428736,5.0016,20.560472,21.409054,19.743877
5879228487800464000,5.0016,19.821104,20.37482,17.806393
2682014008983069184,5.0016,19.713299,21.017138,18.339476
4120429720726451712,5.0016,20.199308,,
1839910560215328512,5.0016,9.865419,10.112118,9.383099
1834280205988104448,5.0016,20.89503,21.465376,19.844915
4474870354911532672,5.0016,20.555733,21.111149,19.673195
5334518779437563648,5.0016,19.914993,20.378992,18.451586
1860467927259261312,5.0016,20.805939,21.456581,19.672558
6028546702363291136,5.0016,20.577152,20.723623,19.2985
1458413770935661184,5.0016,13.162442,13.729531,12.422775
6029408272831431808,5.0016,20.394804,,
4108929761136575744,5.0016,19.851784,19.62835,18.236876
4058372017442721280,5.0016,20.65409,,
2018113671104723584,5.0016,20.120209,21.275537,18.65322
6034373289348051584,5.0016,20.485357,20.411545,19.508465
4203931620224464768,5.0016,19.653143,,
5922623359902828160,5.0016,20.805439,21.821497,19.255873
6661467273640120192,5.0016,9.165752,9.37656,8.783242
4039976088447864320,5.0016,20.414862,,
6083935047260142976,5.0016,14.730106,14.778113,13.854668
1861021256495752704,5.0016,13.95537,14.893158,12.991518
4118831928450332672,5.0016,20.234598,,
5884676494895967104,5.0016,20.289446,21.432505,18.721235
997108028208572416,5.0016,18.935091,20.717817,17.632492
5883356359391120384,5.0016,20.757654,22.012825,19.460403
3685276690965436288,5.0016,18.49935,20.234198,17.280119
2798940507886428032,5.0016,20.815916,21.304438,19.701622
2765733268160210816,5.0016,11.262877,11.58143,10.775
4077259595684485888,5.0016,18.866976,18.786037,17.337242
5796131041107540864,5.0016,20.542852,20.95312,19.245697
4294512544863865728,5.0016,12.217704,12.653914,11.617909
1998938669318566784,5.0016,14.450634,15.365313,13.414371
792998610933974272,5.0016,19.608402,21.212576,18.258755
439180613842518144,5.0016,19.57039,,
4504772054665736704,5.0016,20.804146,,
5980771032397561088,5.0016,19.948944,20.314701,18.389843
410306918802972416,5.0016,18.042343,20.089863,16.721962
4117028454505047552,5.0016,19.711403,20.75701,18.620378
553811671764742912,5.0016,15.741029,16.76577,14.524406
5365035896477390592,5.0016,17.557276,,
4123937373270802176,5.0016,20.484339,20.680689,19.011532
6020638602385780352,5.0016,20.326632,21.14761,19.38923
5965923811410312832,5.0016,20.553007,,
6154563134441057664,5.0016,20.373959,21.967354,18.81094
5070620213356346752,5.0016,20.097607,20.161003,19.85442
5938392310837832064,5.0016,20.716728,20.848137,18.992987
4020490337138737152,5.0016,14.341429,15.217349,13.416544
3120809965548987136,5.0016,20.622843,20.83779,19.75781
410453222567510528,5.0016,18.144464,19.745329,16.91847
4149894987386983040,5.0016,20.521208,21.527014,19.584255
6859426061521525504,5.0016,20.82718,,
4384325194401138432,5.0016,20.70039,21.200796,19.616861
5514792953580723584,5.0016,20.927021,22.08487,19.557642
4102144949716661632,5.0016,20.410658,20.704765,19.487848
4041374048765018112,5.0016,19.543509,21.94873,18.897074
4366544407752588928,5.0016,20.743832,21.290573,19.736479
1810359299733183232,5.0016,20.639162,,
2195171876778215168,5.0016,19.010508,20.66678,17.707846
249193010379733120,5.0016,20.485184,21.266048,19.277895
6057525602632637184,5.0016,20.61435,21.207739,19.202059
467388619013937280,5.0016,20.873901,21.633596,19.733595
1820865099022742272,5.0016,20.039398,20.555157,19.053703
4123538662935358848,5.0016,20.41007,,
6082050175092953984,5.0016,16.484848,17.928368,15.308272
4068518276408713088,5.0016,19.598911,20.94884,18.66749
6028328724243843712,5.0016,20.23574,21.183472,19.147123
3132022785134060288,5.0016,16.275097,17.664492,15.1255
4040890676018165376,5.0016,19.51866,20.289433,18.295769
5820518483882589312,5.0016,20.844362,21.613932,19.573593
2956222352002264576,5.0016,16.753809,18.192091,15.58082
6160114396850315904,5.0016,19.997046,20.224567,19.606129
442215781329135360,5.0016,20.631544,21.053606,19.425354
960961033690837376,5.0016,19.347437,21.030521,18.067112
2477413655472240000,5.0016,20.745337,21.201395,19.424244
4134367031319732992,5.0016,20.71139,,
4705693545343753600,5.0016,13.345366,14.03439,12.542763
5338871196261783168,5.0016,15.606891,16.399889,14.738557
4036916216227321088,5.0016,19.257433,19.351606,18.175844
6029339862615213184,5.0016,20.314402,,
4002756692051626368,5.0016,16.526945,17.97097,15.360575
1870536425825581824,5.0016,20.805643,21.423847,19.970776
4797274755038672128,5.0016,19.98121,21.191868,18.581306
6831230528936213504,5.0016,20.674492,20.923584,19.483978
1458031759361962240,5.0016,19.174467,20.88299,17.868908
118435716052356352,5.0016,17.529402,19.108278,16.303986
424217050858478976,5.0016,20.875343,20.781763,19.931679
5006352938374778624,5.0016,14.89955,15.774879,13.978617
2227717111722533120,5.0016,17.705202,19.169199,16.239058
542659157824004608,5.0016,15.385778,16.526728,14.323544
5949389286857223296,5.0016,20.632914,,
6026889326038397184,5.0016,20.629911,,
5050119582833510016,5.0016,20.79953,21.504892,19.431622
6721963743439716480,5.0016,20.837387,21.18182,19.62647
5694713772178141824,5.0016,20.896387,21.741152,19.703638
3218987794039767168,5.0016,20.326298,20.39393,18.635983
5987030483305523328,5.0016,20.571909,21.4438,19.051123
5997183133157496704,5.0016,20.804253,,
2725840581120739328,5.0016,16.146137,17.41568,15.040758
5972203534633363584,5.0016,20.10461,,
5995220436178094208,5.0016,20.189846,20.852543,19.088182
6762382924741814400,5.0016,20.70894,21.228807,19.791416
5787431224063463424,5.0016,13.091887,13.214706,11.82665
5914700931930930560,5.0016,20.758331,21.067684,20.165518
6899267273377104512,5.0016,20.615675,20.606102,20.79617
4253377276560855168,5.0016,20.53717,22.305546,19.19474
4393665030285600768,5.0016,13.362243,14.23455,12.430969
1832470581657483776,5.0016,17.0846,17.673212,16.014143
5724171715913779200,5.0016,17.194916,18.977423,15.934308
5234195181010728960,5.0016,8.627549,8.963835,8.108621
5957602741795112192,5.0016,20.323332,19.161484,18.362274
5889808435379414656,5.0016,20.771437,,
4053006091444369536,5.0016,20.01726,,
5859097838689958272,5.0016,20.440035,,
4118734346821200000,5.0016,20.284088,,
5534961742048402816,5.0016,20.844517,21.348597,19.874899
4043518680520067712,5.0016,18.424877,,
4036568152122061440,5.0016,20.21808,,
5713011466736044160,5.0016,20.850447,21.594545,19.314327
4040710012477845632,5.0016,18.743872,,
4203079017707554944,5.0016,19.923653,20.602285,19.17002
5705187887446080512,5.0016,16.400078,17.883955,15.215612
5949135986845455232,5.0016,20.148392,20.31381,19.075354
5918890998944489728,5.0016,20.873367,21.323593,19.69405
338057288186620288,5.0016,18.2707,19.94216,17.054827
5966703983641003520,5.0016,17.380789,18.938972,16.166643
5427257568730726912,5.0016,16.311369,17.587248,15.193835
2699844720330632960,5.0016,17.64438,19.321833,16.413013
4528480067976871040,5.0016,20.714628,21.506407,19.161968
4153661261387095296,5.0016,20.47546,21.0664,18.565145
560437126971605376,5.0016,20.871601,20.99102,20.09043
1875352905218695552,5.0016,19.408478,21.02087,18.10146
4056379251464931840,5.0016,19.01791,19.64982,17.58
4319601858326193280,5.0016,20.773733,21.17571,19.409674
4172472973294957056,5.0016,18.799389,19.703001,17.421762
2015198900101044864,5.0016,17.325382,18.794344,16.153217
4311860265695730816,5.0016,20.357906,19.557407,18.565477
6637961433026235136,5.0016,20.607746,20.816786,19.778511
4293627373579509504,5.0016,20.790218,21.68069,19.98159
5308599751338674944,5.0016,20.351555,21.679161,19.009632
5836045546706993024,5.0016,20.773907,,
4440254464693427968,5.0016,18.451927,20.2874,17.190369
4043250292317256960,5.0016,19.397488,19.904484,17.843458
4120085784078580864,5.0016,19.879879,20.470112,18.902061
5865411230112535424,5.0016,20.873632,21.742445,19.523432
6055008202013270784,5.0016,20.292168,19.823011,18.313837
4164003576971025792,5.0016,14.779612,15.845953,13.767114
313301302849647616,5.0016,19.827065,19.925913,19.595692
4114985012158230528,5.0016,18.727524,19.184698,17.76117
1809812597641697152,5.0016,20.738672,22.24297,19.303577
6127688390201167872,5.0016,18.62015,18.901857,17.641413
5497130948549766144,5.0016,16.514511,18.011644,15.314088
5122908283384989440,5.0016,10.651772,10.939214,10.203736
2287284356745600768,5.0016,17.378149,19.204071,16.088917
1526006454412058880,5.0016,18.108942,19.774168,16.830002
5864130097223654272,5.0016,19.43119,20.11156,18.35402
5860153369846264320,5.0016,20.256662,20.950174,19.175697
4473636634138634624,5.0016,20.77887,,
5892300100507118464,5.0016,20.915667,20.698807,19.860046
5213961315183132800,5.0016,20.861732,21.726473,19.880573
5129399284638778880,5.0016,12.349326,12.820057,11.717782
3272887778177805696,5.0016,17.827429,19.367424,16.615479
6910038089284559488,5.0016,20.769056,,
4045813395732784512,5.0016,19.560617,,
4548060475985238528,5.0016,20.110176,21.338518,18.642578
1382823682258991744,5.0016,19.631704,21.308487,18.283804
3295843935994827776,5.0016,17.190039,19.0716,15.908982
4480870767818647296,5.0016,20.74011,21.550127,19.65551
5223152437821726976,5.0016,15.884049,16.820852,14.458644
5286005921241286272,5.0016,10.841274,11.137734,10.385174
3034239947605849088,5.0016,20.74901,21.480314,19.43464
87302391476523904,5.0016,13.079077,13.689343,12.335884
4657258786871860736,5.0016,19.788498,19.121061,18.439508
4068502092956985600,5.0016,20.188335,,
6028695961073460480,5.0016,20.321533,20.794819,18.868946
4316968218765141120,5.0016,20.90908,20.70225,19.52561
72500323562480768,5.0016,16.659336,17.74594,15.632442
4041028767743745536,5.0016,20.050644,,
5880876037248609152,5.0016,20.354805,,
4099940566392220416,5.0016,18.507875,18.981985,17.4913
6735456537830931584,5.0016,20.639925,21.31981,19.536345
4042433733144477568,5.0016,19.686361,19.292345,17.79799
6134868613444910336,5.0016,19.049662,20.941387,17.753853
5874073668076290304,5.0016,20.896677,22.028473,19.695265
6828942891914808832,5.0016,20.82052,20.806242,19.63828
2021450620144692736,5.0016,20.813486,21.350155,19.317022
4068947150372651136,5.0016,19.421038,,
4386924302452240000,5.0016,17.870321,19.70162,16.577778
5835406661592004864,5.0016,20.93199,21.831837,20.404074
4071105736533336192,5.0016,19.679163,20.785458,18.610205
2861665966919374720,5.0016,12.508817,12.454796,11.262161
4304978315027837312,5.0016,19.664139,21.018723,18.093922
